10,iir-15.3,"{'machine learning', 'tokens', 'web directories', 'bootstrapping', 'recall', 'feature selection', 'library classification schemes', 'ir', 'boolean-like models', 'text classifiers', 'lowercasing', 'aggressive feature selection', 'svms', 'document', 'active learning', 'naive bayes', 'boolean expressions', 'features for text', 'supervised classifier', 'porn filtering', 'boost', 'subvocabularies', 'upweighting', 'features', 'hierarchical structure', 'ad hoc retrieval', 'terms', 'k-gram features', 'hierarchical classification', 'nearest neighbor model', 'data sparseness', 'scalability of classifiers', 'semi-supervised learning algorithm', 'documents', 'feature engineering', 'confidence decisions', 'svm', 'boosting', 'document zones', 'classification accuracy', 'domain-specific text features', 'classification of text documents', 'machine learning theory', 'classifier performance', 'test collection', 'linear classifier', 'feature sparseness', 'tying parameters', 'feature selection methods', 'effectiveness', 'classification algorithms', 'precision', 'bias', 'training data', 'upweighting document zones', 'machine learning method', 'classification problems', 'boolean rule-based classifier', 'classifier effectiveness', 'machine learning methods', 'classifiers', 'voting', 'machine learning classifier', 'parameter tying', 'transductive svms', 'query languages', 'email spam filtering', 'accuracy', 'machine learning models', 'document collection', 'classification', 'em algorithm', 'ir query languages', 'text features', 'bagging', 'boosting multiple classifiers', 'text summarization', 'decision trees', 'classifier', 'classification effectiveness', 'k-gram', 'text classification problem', 'stemming', 'text classification', 'categorization', 'semi-supervised training methods', 'spam filtering', 'classifier speed', 'text classifier', 'classification schemes'}"
11,iir-15.1,"{'support vector machines', 'test data', 'data set', 'mathematical optimization problems', 'training data', 'probability of classification', 'unit vector', 'decision surface', 'geometric margin', 'dual problem', 'margin of the classifier', 'lagrange multiplier', 'separating hyperplane', 'learning methods', 'classification decisions', 'misclassification', 'classification safety margin', 'intercept term', 'decision function', 'confidence threshold', 'euclidean distance', 'qp', 'optimization problem', 'svm classifier', 'classifier', 'support vectors', 'svm', 'memory capacity of the model', 'decision hyperplane', 'svms', 'quadratic function', 'linear constraints', 'algorithms', 'sigmoid', 'document', 'classification function', 'dot product', 'unit hypersphere', 'vector space', 'decision boundary', 'naive bayes', 'quadratic programming', 'quadratic optimization problems', 'support vector', 'bias-variance tradeoff', 'quadratic optimization procedure', 'margin', 'functional margin', 'quadratic optimization', 'perceptron algorithm', 'quadratic programming (qp) libraries', 'perceptron  algorithm', 'hyperplane', 'training data sets', 'linear separator', 'training data points', 'svm decision boundary', 'unit vectors', 'weight vector', 'document variation'}"
12,iir-2.3,"{'hasskip', 'disk postings list', 'recall', 'term', 'skip list pointer', 'skip pointers', 'augmenting postings lists', 'vocabulary', 'index size', 'postings list intersection', 'postings list data structures', 'skip list', 'postings list', 'merge', 'skips', 'inverted index', 'skip span', 'index', 'postings entries', 'heuristic', 'index construction', 'encoding', 'query terms', 'results list', 'skip lists', 'search engine', 'query', 'intersection', 'postings lists', 'postings list  data structures'}"
13,iir-5.2,"{'compression ratios', 'terms', 'desktop machine', 'term list', 'pointer', 'document frequency', 'standard desktop machine', 'query evaluation', 'mb', 'uncompressed dictionary', 'term pointer', 'minimal perfect hashing', 'megabytes (mb)', 'term', 'megabytes', 'block', 'string', 'data structure', 'dictionary', 'memory', 'dictionary compression', 'hashes', 'ir system', 'startup time', 'multiterabyte', 'search systems', 'binary search', 'memory-hogging word', 'frequency', 'onboard computers', 'vocabulary', 'multiterabyte collection', 'documents', 'collections', 'bytes per pointer', 'list search', 'term pointers', 'four-byte pointers', 'array', 'main memory', 'reuters-rcv1', 'reuters-rcv1 dictionary', 'compression', 'collision', 'dictionary page', 'postings file', 'postings list', 'blocked storage', 'compression scheme', 'gigabytes', 'serach system', 'four-term block', 'gb', 'enterprise search server', 'queries', 'perfect hashes', 'postings pointer', 'dictionaries', 'eight-term dictionary', 'bytes', 'query', 'perfect hash function', 'hash function', 'word processing suite', 'dictionary terms', 'compressed dictionary', 'linear search', 'byte', 'disk', 'front coding', 'query throughput', 'blocks', 'mobile phones', 'disk seeks', 'postings', 'b-tree', 'dictionary data structures'}"
14,iir-12.2.2,"{'tokens', 'terms', 'term weighting', 'document collection', 'training data', 'language model of document', 'expectation maximimization algorithm', 'language model', 'ir', 'term', 'prior distribution', 'unigram assumption', 'maximum likelihood estimation', 'multinomial distribution', 'conjunctive-like search', 'conjunctive semantics', 'collection', 'documents', 'unigram', 'lm', 'query generation probability', 'lms', 'line search', 'probability estimate', 'language models', 'web search', 'linear interpolation smoothing method', 'retrieval ranking', 'unsmoothed model', 'multinomial', 'document language models', 'document', 'smoothing probability distributions', 'human-computer interface', 'bayesian updating process', 'probability distribution', 'zero probabilities', 'smoothing', 'document-specific multinomial distribution', 'queries', 'speech recognition application', 'linear  interpolation model', 'term weighting component', 'conjunctive  semantics', 'expectation maximimization algorithm;', 'uniform distribution', 'query', 'document language model', 'ir application', 'linear interpolation smoothing', 'linear interpolation language model', 'mle', 'speech recognition', 'non-zero probability', 'term frequency', 'vector space systems', 'smoothing methods'}"
15,iir-10.2,"{'leaves', 'structured document retrieval principle', 'schema heterogeneity', 'trees', 'document frequency', 'xml schemas', 'nodes', 'content node', 'sparse data problems', 'xml-context pairs', 'nested elements', 'tree', 'ir', 'term', 'retrieval', 'query term', 'idf', 'idf weights', 'subelement', 'structured documents', 'ranking', 'xml-context', 'pseudo-xpath notation', 'elements', 'leaf node', 'extended queries', 'collection', 'documents', 'xml elements', 'xml retrieval system', 'term-pairs', 'collections', 'subelements', 'element types', 'indexing', 'nesting', 'root node', 'indexing units', 'xml-term pairs', 'xml documents', 'document', 'document structures', 'indexing unit', 'index', 'root', 'leaf element', 'xml retrieval', 'keyword queries', 'structured queries', 'queries', 'typographical elements', 'non-overlapping pseudodocuments', 'structured retrieval', 'query terms', 'query interface', 'parent-child relationships', 'term statistics', 'pseudodocuments', 'inverse document frequency', 'parent node', 'tree structure', 'structural constraints', 'element', 'query', 'extended query', 'intervening nodes', 'unstructured retrieval', 'ir application', 'ir systems', 'relevance', 'document unit', 'path', 'df', 'schemas', 'schema diversity', 'schema'}"
16,iir-12.1.3,"{'terms', 'multinomial model', 'language model', 'bag of words', 'ir', 'unigram language model', 'multinomial distribution', 'training sample', 'fine-grained topic', 'multinomial coefficient', 'vocabulary', 'model distribution', 'multinomial distributions', '̢\\x80\\x9cbag of words̢\\x80\\x9d models', 'language models', 'document', 'likelihood ratio', 'term vocabulary', 'multinomial probability', 'query', 'speech recognition', 'bag of words models', 'unigram models'}"
17,iir-12.2.1,"{'terms', 'collection statistics', 'prior probability', 'ir', 'language model', 'random process', 'generation of queries', 'multinomial coefficient', 'collection', 'documents', 'lm', 'intuition of the basic model', 'language models', 'query likelihood model', 'document', 'query generation process', 'likelihood', 'document model', 'query terms', 'bayes rule', 'prototype document', 'query likelihood language models', 'query', 'language modeling approach', 'language modeling', 'multinomial naive bayes model', 'multinomial unigram language model', 'amultinomial naive bayesmodel'}"
18,iir-11.1,"{'prior probability', 'equation', 'odds', 'conditional probabilities', 'chain rule', 'random variable', 'probability theory', 'likelihood', 'joint probability', 'function', 'subset', 'bayes̢\\x80\\x99 rule', 'p(a', 'partition rule', 'joint event', 'probability', 'conditional probability', 'b)', 'p(a|b)', 'variable', 'posterior probability'}"
19,iir-6.4,"{'probability of relevance', 'sublinear tf scaling', 'terms', 'stop word list', 'term weighting', 'ntf-idft,d', 'document frequency', 'cosine normalization', 'document collection', 'tf', 'classification', 'unit vector', 'wf-idf', 'vector space scoring', 'term', 'maximum tf normalization', 'document frequencies', 'normalized document', 'information retrieval systems', 'idf', 'euclidean length', 'normalizationg functions', 'query weighting schemes', 'tf weights', 'stop word', 'ranking', 'tf normalization', 'verbose documents', 'collection', 'documents', 'document length normalization', 'smoothing terms', 'standard weighting scheme', 'dot prodcut score', 'document and query weighting schemes', 'pivoted length normalization', 'term weight', 'document length', 'document', 'document vectors', 'boolean judgment', 'machine learning based scoring approach', 'pivoted normalized document length', 'information needs', 'cosine normalization equation', 'document vector', 'tf-idf', 'normalized term frequency', 'query vector', 'tf-idf functions', 'smoothing', 'queries', 'weighting schemes', 'outlier term', 'query terms', 'vector space scoring method', 'normalization function', 'weighting scheme', 'wf', 'text retrieval system', 'normalization functions', 'query', 'smart notation', 'pivoted documemt length normalization', 'linear pivoted normalization', 'smoothing term', 'term weightings', 'search terms', 'relevance judgments', 'unit vectors', 'idf weighting', 'term frequency', 'term frequencies', 'log-weighted term frequency', 'principal weighting schemes', 'pivot length', 'nft'}"
20,iir-10.5,"{'text-centric retrieval', 'information need', 'data-centric xml retrieval', 'xquery-based ranked retrieval system', 'database framework', 'ordering constraint', 'data-centric xml', 'ordering constraints', 'xml structure', 'tuples', 'databases', 'relational databases', 'ranking', 'text databases', 'elements', 'relation database', 'text-centric approaches', 'xquery', 'xml', 'text-centric xml', 'data-centric approaches', 'text fields', 'xml queries', 'text-centric xml retrieval', 'xml documents', 'data collections', 'xml retrieval', 'text-centric structured retrieval model', 'information retrieval', 'de facto standard', 'relational databses', 'queries', 'xml document retrieval', 'structured retrieval', 'joins', 'structural constraints', 'relevance-ranked results', 'query', 'additional structural constraints', 'text-centric retrieval engine', 'data-centric xml retrieval systems', 'retrieval results', 'inexact matching', 'non-text data', 'text-centric retrieval  engine', 'query languages', 'node', 'unstructured retrieval methods', 'exact match conditions', 'document structure', 'non-text attribute', 'database', 'text  documents'}"
21,iir-4.4,"{'keys', 'terms', 'mb', 'document-partitioned index', 'key-value pairs', 'nodes', 'bsbi', 'separate segment file', 'network traffic', 'laggard', 'inverters', 'web index', 'splits', 'term', 'clusters', 'indexing system', 'mapreduce', 'posting', 'sequential read', 'mapreduce jobs', 'memory', 'key', 'document-partitioned', 'world wide web', 'termid', 'termids', 'computer clusters', 'google indexing system', 'collection', 'term-partitioned index', 'reduce phases', 'documents', 'processor', 'collections', 'chunks', 'mapreduce operations', 'mapreduce functions', 'term-partition', 'search engines', 'reduce phase', 'map phase', 'inverted index', 'document', 'postings list', 'supercomputer', 'index construction', 'termid mapping', 'spimi', 'key range', 'crawling', 'local disk', 'distributed indexing algorithms', 'segements files', 'values', 'single segment file', 'master node', 'worker nodes', 'segment file', 'master', 'web search engines', 'docid', 'mapping', 'mapping splits', 'sorted postings list', 'parser', 'key-value pair', 'large computing problems', 'parsers', 'distributed indexing', 'map', 'data flow', 'single-machine indexing', 'distributed environment', 'disk', 'distributed computing', 'distributed index', 'term frequencies', 'term frequency', 'segment files', 'inverter', 'distributed index construction method', 'postings', 'split'}"
22,iir-4.3,"{'tokens', 'terms', 'intermediate data structures', 'bsbi', 'term-docid pairs', 'termid-docid pairs', 'term', 'block', 'posting', 'dynamically constructed index', 'dictionary structure', 'data structure', 'dictionary', 'memory', 'token', 'termid', 'termids', 'algorithm', 'collection', 'documents', 'collections', 'hash', 'token stream', 'data structures', 'spimi-invert', 'compression', 'postings list', 'document', 'inverted index', 'index construction', 'spimi', 'blocked sort-based indexing', 'disk space', 'spimi algorithm', 'scaling properties', 'single-pass in-memory indexing', 'dictionary terms', 'disk', 'postings lists', 'time complexity', 'postings', 'term̢\\x80\\x93docid pairs', 'index constuction'}"
23,iir-14,"{'terms', 'rocchio classification', 'training set', 'rocchio', 'binary vector', 'training data', 'any-of problems', 'classification', 'test document', 'nonlinear models', 'type of weighting', 'classification methods', 'term', 'classification tasks', 'training', 'knn classification', 'text classifiers', 'documents', 'one-of tasks', 'tf-idf weight', 'knn', 'linear models', 'class', 'document', 'classification function', 'document representation', 'real-valued vectors', 'document space', 'vector space', 'two-class classifiers', 'naive bayes', 'text classification', 'vector space model', 'bias-variance tradeoff', 'linear decision hyperplanes', 'contiguity hypothesis', 'any-of tasks', 'k nearest neighbors', 'vector space classification', 'linear classifiers', 'weighted representations', 'centroids', 'prototypes', 'stop list', 'k nearest neighbor classification', 'one-of problems', 'length-normalized tf-idf representations'}"
24,iir-7.3,"{'retrieved document', 'terms', 'vector space scoring model', 'indexes', 'vector space score', 'term', 'free text query', 'query operator', 'retrieval algorithms', 'idf', 'free text retrieval', 'dictionary', 'wildcard operator', 'free text retrieval,', 'documents', 'boolean retrieval', 'conjunctive query', 'query boxes', 'vector space query', 'vector space index', 'query operators', 'query parsing', 'document', 'vector space', 'index', 'phrase retrieval', 'vector space  queries', 'query operator interaction', 'vector space model', 'document vector', 'boolean index', 'biword', 'query vector', 'phrase queries', 'queries', 'query terms', 'evidence accumulation', 'phrase query', 'wildcard and phrase queries', 'boolean', 'web search engines', 'search engine', 'query', 'vector space retrieval', 'wildcard queries', 'p-norms', 'biwords', 'wildcard', 'free text queries', 'vector space queries', 'boolean queries', 'retrieval methods', 'postings', 'vector space scoring', 'relative frequency'}"
25,iir-9.2,"{'broader terms', 'recall', 'local analysis', 'word co-occurrence statistics', 'ambiguous terms', 'false positives', 'original query terms.', 'term-document matrix', 'false negatives.', 'stemmed', 'result set', 'domain-specific thesaurus', 'length-normalized', 'dewey decimal system', 'web search', 'inverted index', 'query log mining', 'expanded queries', 'weighted count', 'general thesauri', 'thesaurus terms', 'dimensionality reduction', 'automatic thesaurus generation', 'dictionaries', 'query reformulation', 'query', 'query volume', 'alternative query suggestions', 'terms', 'thesaurus', 'term weighting', 'web search engine', 'text statistics', 'vocalulary tools', 'ir system', 'word cooccurrence', 'co-occurrence thesaurus', 'collection', 'documents', 'manual thesaurus', 'automatically derived thesaurus', 'automatic query expansion', 'search engines', 'domain-particular vocabularies', 'unified medical language system', 'stop lists', 'library of congress subject headings', 'collection of documents', 'vocabulary tools', 'grammatical analysis', 'query terms', 'query reformulations', 'search', 'global analysis', 'length-normalized rows', 'precision', 'manual query reformulations', 'latent semantic indexing', 'grammatical relations', 'narrower terms', 'query words', 'automatic thesaurus', 'term', 'global analysis techniques', 'term ambiguity', 'query expansion', 'term-term similarities', 'query suggestions', 'yahoo! web search engine', 'interactive query expansion', 'searches', 'controlled vocabulary', 'library subject indexes', 'grammatical dependencies', 'false negatives', 'medline query expansion', 'search process', 'phrase', 'term document', 'relevance feedback', 'thesauri', 'search terms', 'user input', 'thesaurus-based query expansion', 'pseudo relevance feedback', 'global methods'}"
26,iir-6.2,"{'terms', 'term weighting', 'document frequency', 'tf-idf weighting', 'socring', 'bag of words model', 'scoring', 'bag of words', 'term', 'free text query', 'retrieval', 'query term', 'idf', 'tf weight', 'bag of words representations', 'collection frequency (cf)', 'dictionary', 'term weights', 'weighting', 'ranking', 'collection', 'documents', 'boolean retrieval', 'stop words', 'search interface', 'tf-idf weight', 'search operators', 'document-level statistic', 'collection-wide statistic', 'reuters collection', 'document', 'collection frequency', 'document vector', 'tf-idf', 'weight', 'document frequency (df)', 'query terms', 'boolean operators', 'inverse document frequency', 'raw term frequency', 'zone', 'weighting scheme', 'query', 'inverse document frequency (idf)', 'dictionary terms', 'tf-idf weighting scheme', 'dictionary term', 'term frequency', 'overlap score measure', 'cf', 'df'}"
27,iir-7.1,"{'tf', 'query processing', 'global champion list', 'concurrent traversal', 'query term', 'idf', 'dictionary', 'stop words', 'static quality scores and ordering', 'web search', 'high', 'postings intersection', 'inverted index', 'document', 'document vectors', 'postings intersection algorithm', 'multi-term query', 'index construction', 'cluster pruning', 'document id', 'search engine', 'query', 'leaders', 'postings lists', 'high lists', 'free text queries', 'champion lists', 'terms', 'term weighting', 'low-idf terms', 'global champion lists', 'cosine scoring algorithm', 'k top-scoring documents', 'query-dependent scores', 'heap', 'document ids', 'learning methods', 'collection', 'documents', 'fancy lists', 'query operators', 'search engines', 'k highest-scoring documents', 'phrase queries', 'query terms', 'clustering', 'search system', 'tf- idf weighting', 'term frequency', 'tf-idf weighting', 'scoring', 'indexes', 'vector space models', 'term', 'score', 'static quality scores', 'pointers', 'query term proximity', 'index elimination', 'static quality', 'query-dependent score', 'document-at-a-time scoring', 'postings traversal', 'vector space', 'top-k retrieval', 'vector space model', 'pdf value', 'low', 'query vector', 'impact ordering', 'query terms̢\\x80\\x99 postings lists', 'inexact top k document retrieval', 'leader', 'document unit vector', 'unit vector', 'followers', 'document-at-a- time scoring', 'boolean query', 'ranking', 'tf value', 'algorithm', 'cosine scoring', 'top docs', 'postings list', 'cosine similarity', 'cosine scores', 'dictionary term', 'inexact top-k retrieval', 'postings', 'scoring function'}"
